number,ministry,ministry_party,ministry_from,ministry_to,level,job,person,job_from,job_to,comment,,
29,Menzies Ministry,LIB-CP Coalition,19.12.1949,11.5.1951,Minister,Attorney-General,"Spicer, Senator JA",19.12.1949,11.5.1951,,,
29,Menzies Ministry,LIB-CP Coalition,19.12.1949,11.5.1951,Minister,Vice-President of Executive Council,"Lyons, EM",19.12.1949,7.3.1951,,,
29,Menzies Ministry,LIB-CP Coalition,19.12.1949,11.5.1951,Minister,Vice-President of Executive Council,"Menzies, RG",7.3.1951,11.5.1951,,,
29,Menzies Ministry,LIB-CP Coalition,19.12.1949,11.5.1951,Minister,Minister for Social Services,"Spooner, Senator WH",19.12.1949,11.5.1951,,,
29,Menzies Ministry,LIB-CP Coalition,19.12.1949,11.5.1951,Minister,Minister for Repatriation,"Cooper, Senator WJ (CP)",19.12.1949,11.5.1951,,,
29,Menzies Ministry,LIB-CP Coalition,19.12.1949,11.5.1951,Minister,Minister for Information ,"Beale, OH",19.12.1949,11.5.1951,,,
29,Menzies Ministry,LIB-CP Coalition,19.12.1949,11.5.1951,Minister,Minister for Transport,"Beale, OH",19.12.1949,17.3.1950,,,
30,Menzies Ministry,LIB-CP Coalition,11.5.1951,11.1.1956,Minister,Prime Minister,"Menzies, RG",11.5.1951,11.1.1956,,,
30,Menzies Ministry,LIB-CP Coalition,11.5.1951,11.1.1956,Minister,Treasurer,"Fadden, AW (CP)",11.5.1951,11.1.1956,,,
30,Menzies Ministry,LIB-CP Coalition,11.5.1951,11.1.1956,Minister,Vice-President of Executive Council,"Harrison, EJ",11.5.1951,11.1.1956,,,
30,Menzies Ministry,LIB-CP Coalition,11.5.1951,11.1.1956,Minister,Minister for Defence Production,"Harrison, EJ",11.5.1951,11.1.1956,,,
30,Menzies Ministry,LIB-CP Coalition,11.5.1951,11.1.1956,Minister,Minister for Labour and National Service,"Holt, HE",11.5.1951,11.1.1956,,,
30,Menzies Ministry,LIB-CP Coalition,11.5.1951,11.1.1956,Minister,Minister for Immigration,"Holt, HE",11.5.1951,11.1.1956,,,
30,Menzies Ministry,LIB-CP Coalition,11.5.1951,11.1.1956,Minister,Minister for Commerce and Agriculture,"McEwen, J (CP)",11.5.1951,11.1.1956,,,
30,Menzies Ministry,LIB-CP Coalition,11.5.1951,11.1.1956,Minister,Minister for External Affairs ,"Casey, RG",11.5.1951,11.1.1956,,,
30,Menzies Ministry,LIB-CP Coalition,11.5.1951,11.1.1956,Minister,Minister in charge of Commonwealth and Industrial Research,"Casey, RG",11.5.1951,11.1.1956,,,
30,Menzies Ministry,LIB-CP Coalition,11.5.1951,11.1.1956,Minister,Minister for Defence ,"McBride, PAM",11.5.1951,11.1.1956,,,
30,Menzies Ministry,LIB-CP Coalition,11.5.1951,11.1.1956,Minister,Minister for the Navy ,"McBride, PAM",11.5.1951,17.7.1951,,,
30,Menzies Ministry,LIB-CP Coalition,11.5.1951,11.1.1956,Minister,Minister for the Navy ,"McMahon, W",17.7.1951,9.7.1954,,,
30,Menzies Ministry,LIB-CP Coalition,11.5.1951,11.1.1956,Minister,Minister for the Navy ,"Francis, J",9.7.1954,7.11.1955,,,
30,Menzies Ministry,LIB-CP Coalition,11.5.1951,11.1.1956,Minister,Minister for the Navy ,"Harrison, EJ",7.11.1955,11.1.1956,,,
30,Menzies Ministry,LIB-CP Coalition,11.5.1951,11.1.1956,Minister,Minister for Air,"McBride, PAM",11.5.1951,17.7.1951,,,
30,Menzies Ministry,LIB-CP Coalition,11.5.1951,11.1.1956,Minister,Minister for Air,"McMahon, W",17.7.1951,9.7.1954,,,
30,Menzies Ministry,LIB-CP Coalition,11.5.1951,11.1.1956,Minister,Minister for Air,"Townley, AG",9.7.1954,11.1.1956,,,
30,Menzies Ministry,LIB-CP Coalition,11.5.1951,11.1.1956,Minister,Minister for Health,"Page, ECG (CP)",11.5.1951,11.1.1956,,,
30,Menzies Ministry,LIB-CP Coalition,11.5.1951,11.1.1956,Minister,Minister for Trade and Customs ,"O'Sullivan, Senator N",11.5.1951,7.11.1955,"This is dodgy, but not sure what the truth is",,
30,Menzies Ministry,LIB-CP Coalition,11.5.1951,11.1.1956,Minister,Minister for Trade and Customs ,"Harrison, EJ",7.11.1955,11.1.1956,,,
30,Menzies Ministry,LIB-CP Coalition,11.5.1951,11.1.1956,Minister,Minister for Shipping and Transport,"McLeay, Senator G",11.5.1951,14.9.1955,,,
30,Menzies Ministry,LIB-CP Coalition,11.5.1951,11.1.1956,Minister,Minister for Shipping and Transport,"Spicer, Senator JA",14.9.1955,27.9.1955,,,
30,Menzies Ministry,LIB-CP Coalition,11.5.1951,11.1.1956,Minister,Minister for Shipping and Transport,"Paltridge, Senator SD",27.9.1955,11.1.1956,,,
30,Menzies Ministry,LIB-CP Coalition,11.5.1951,11.1.1956,Minister,Postmaster-General,"Anthony, HL (CP)",11.5.1951,11.1.1956,,,
30,Menzies Ministry,LIB-CP Coalition,11.5.1951,11.1.1956,Minister,Minister for Civil Aviation ,"Anthony, HL (CP)",11.5.1951,9.7.1954,,,
30,Menzies Ministry,LIB-CP Coalition,11.5.1951,11.1.1956,Minister,Minister for Civil Aviation ,"Townley, AG",9.7.1954,11.1.1956,,,
30,Menzies Ministry,LIB-CP Coalition,11.5.1951,11.1.1956,Minister,Minister for the Army,"Francis, J",11.5.1951,7.11.1955,,,
30,Menzies Ministry,LIB-CP Coalition,11.5.1951,11.1.1956,Minister,Minister for the Army,"Harrison, EJ",7.11.1955,11.1.1956,,,
30,Menzies Ministry,LIB-CP Coalition,11.5.1951,11.1.1956,Minister,Attorney-General,"Spicer, Senator JA",11.5.1951,11.1.1956,,,
30,Menzies Ministry,LIB-CP Coalition,11.5.1951,11.1.1956,Minister,Minister for National Development,"Spooner, Senator WH",11.5.1951,11.1.1956,,,
30,Menzies Ministry,LIB-CP Coalition,11.5.1951,11.1.1956,Minister,Minister for Repatriation,"Cooper, Senator WJ (CP)",11.5.1951,11.1.1956,,,
30,Menzies Ministry,LIB-CP Coalition,11.5.1951,11.1.1956,Minister,Minister for Supply,"Beale, OH",11.5.1951,11.1.1956,,,
30,Menzies Ministry,LIB-CP Coalition,11.5.1951,11.1.1956,Minister,Minister for the Interior ,"Kent Hughes, WS",11.5.1951,11.1.1956,,,
30,Menzies Ministry,LIB-CP Coalition,11.5.1951,11.1.1956,Minister,Minister for Works and Housing,"Kent Hughes, WS",11.5.1951,4.6.1952,,,
30,Menzies Ministry,LIB-CP Coalition,11.5.1951,11.1.1956,Minister,Minister for Works,"Kent Hughes, WS",4.6.1952,11.1.1956,,,
30,Menzies Ministry,LIB-CP Coalition,11.5.1951,11.1.1956,Minister,Minister for Social Services,"Townley, AG",11.5.1951,9.7.1954,,,
30,Menzies Ministry,LIB-CP Coalition,11.5.1951,11.1.1956,Minister,Minister for Social Services,"McMahon, W",9.7.1954,11.1.1956,,,
30,Menzies Ministry,LIB-CP Coalition,11.5.1951,11.1.1956,Minister,Minister for Territories,"Hasluck, PMC",11.5.1951,11.1.1956,,,
31,Menzies Ministry,LIB-CP Coalition,11.1.1956,10.12.1958,Minister,Prime Minister,"Menzies, RG",11.1.1956,10.12.1958,,,
31,Menzies Ministry,LIB-CP Coalition,11.1.1956,10.12.1958,Minister,Treasurer,"Fadden, AW (CP)",11.1.1956,10.12.1958,,,
31,Menzies Ministry,LIB-CP Coalition,11.1.1956,10.12.1958,Minister,Vice-President of Executive Council,"Harrison, EJ",11.1.1956,24.10.1956 ,,,
31,Menzies Ministry,LIB-CP Coalition,11.1.1956,10.12.1958,Minister,Vice-President of Executive Council,"O'Sullivan, Senator N",24.10.1956,10.12.1958,,,
31,Menzies Ministry,LIB-CP Coalition,11.1.1956,10.12.1958,Minister,Minister for Defence Production,"Harrison, EJ",11.1.1956,24.10.1956 ,,,
31,Menzies Ministry,LIB-CP Coalition,11.1.1956,10.12.1958,Minister,Minister for Defence Production,"Beale, OH",24.10.1956,10.2.1958,,,
31,Menzies Ministry,LIB-CP Coalition,11.1.1956,10.12.1958,Minister,Minister for Defence Production,"Townley, AG",11.2.1958,23.4.1958,,,
31,Menzies Ministry,LIB-CP Coalition,11.1.1956,10.12.1958,Minister,Minister for the Army,"Harrison, EJ",11.1.1956,28.2.1956 ,,,
31,Menzies Ministry,LIB-CP Coalition,11.1.1956,10.12.1958,Minister,Minister for the Army,"Cramer, JO",28.2.1956,10.12.1958,,,
31,Menzies Ministry,LIB-CP Coalition,11.1.1956,10.12.1958,Minister,Minister for Labour and National Service,"Holt, HE",11.1.1956,10.12.1958,,,
31,Menzies Ministry,LIB-CP Coalition,11.1.1956,10.12.1958,Minister,Minister for Immigration,"Holt, HE",11.1.1956,24.10.1956,,,
31,Menzies Ministry,LIB-CP Coalition,11.1.1956,10.12.1958,Minister,Minister for Immigration,"Townley, AG",24.10.1956,19.3.1958,,,
31,Menzies Ministry,LIB-CP Coalition,11.1.1956,10.12.1958,Minister,Minister for Immigration,"Downer, AR",20.3.1958,10.12.1958,,,
31,Menzies Ministry,LIB-CP Coalition,11.1.1956,10.12.1958,Minister,Minister for Trade,"McEwen, J (CP)",11.1.1956,10.12.1958,,,
31,Menzies Ministry,LIB-CP Coalition,11.1.1956,10.12.1958,Minister,Minister for External Affairs,"Casey, RG",11.1.1956,10.12.1958,,,
31,Menzies Ministry,LIB-CP Coalition,11.1.1956,10.12.1958,Minister,Minister in charge of Commonwealth Scientific and Industrial Research,"Casey, RG",11.1.1956,10.12.1958,,,
31,Menzies Ministry,LIB-CP Coalition,11.1.1956,10.12.1958,Minister,Minister for Defence,"McBride, PAM",11.1.1956,10.12.1958,,,
31,Menzies Ministry,LIB-CP Coalition,11.1.1956,10.12.1958,Minister,Minister for the Navy,"O'Sullivan, Senator N",11.1.1956,24.10.1956,,,
31,Menzies Ministry,LIB-CP Coalition,11.1.1956,10.12.1958,Minister,Minister for the Navy,"Davidson, CW (CP)",24.10.1956,10.12.1958,,,
31,Menzies Ministry,LIB-CP Coalition,11.1.1956,10.12.1958,Minister,Attorney-General,"Spicer, Senator JA",11.1.1956,14.8.1956,,,
31,Menzies Ministry,LIB-CP Coalition,11.1.1956,10.12.1958,Minister,Attorney-General,"O'Sullivan, Senator N",15.8.1956,10.12.1958,,,
31,Menzies Ministry,LIB-CP Coalition,11.1.1956,10.12.1958,Minister,Minister for National Development,"Spooner, Senator WH",11.1.1956,10.12.1958,,,
31,Menzies Ministry,LIB-CP Coalition,11.1.1956,10.12.1958,Minister,Minister for Air,"Townley, AG",11.1.1956,24.10.1956,,,
31,Menzies Ministry,LIB-CP Coalition,11.1.1956,10.12.1958,Minister,Minister for Air,"Osborne, FM",24.10.1956,10.12.1958,,,
31,Menzies Ministry,LIB-CP Coalition,11.1.1956,10.12.1958,Minister,Minister for Civil Aviation,"Townley, AG",11.1.1956,24.10.1956,,,
31,Menzies Ministry,LIB-CP Coalition,11.1.1956,10.12.1958,Minister,Minister for Civil Aviation,"Paltridge, Senator SD",24.10.1956,10.12.1958,,,
31,Menzies Ministry,LIB-CP Coalition,11.1.1956,10.12.1958,Minister,Minister for Territories,"Hasluck, PMC",11.1.1956,10.12.1958,,,
31,Menzies Ministry,LIB-CP Coalition,11.1.1956,10.12.1958,Minister,Minister for Repatriation,"Cooper, Senator WJ (CP)",11.1.1956,10.12.1958,,,
31,Menzies Ministry,LIB-CP Coalition,11.1.1956,10.12.1958,Minister,Minister for Supply,"Beale, OH",11.1.1956,10.2.1958,,,
31,Menzies Ministry,LIB-CP Coalition,11.1.1956,10.12.1958,Minister,Minister for Supply,"Townley, AG",11.2.1958,10.12.1958,,,
31,Menzies Ministry,LIB-CP Coalition,11.1.1956,10.12.1958,Minister,Minister for Primary Industry ,"McMahon, W",11.1.1956,10.12.1958,,,
31,Menzies Ministry,LIB-CP Coalition,11.1.1956,10.12.1958,Minister,Minister for Social Services ,"McMahon, W",11.1.1956,28.2.1956,,,
31,Menzies Ministry,LIB-CP Coalition,11.1.1956,10.12.1958,Minister,Minister for Social Services ,"Roberton, HS (CP)",28.2.1956,10.12.1958,,,
31,Menzies Ministry,LIB-CP Coalition,11.1.1956,10.12.1958,Minister,Minister for Shipping and Transport,"Paltridge, Senator SD",11.1.1956,10.12.1958,,,
31,Menzies Ministry,LIB-CP Coalition,11.1.1956,10.12.1958,Minister,Minister for Health,"Cameron, DA",11.1.1956,10.12.1958,,,
31,Menzies Ministry,LIB-CP Coalition,11.1.1956,10.12.1958,Minister,Postmaster-General,"Davidson, CW (CP)",11.1.1956,10.12.1958,,,
31,Menzies Ministry,LIB-CP Coalition,11.1.1956,10.12.1958,Minister,Minister for Customs and Excise,"Osborne, FM",11.1.1956,24.10.1956,,,
31,Menzies Ministry,LIB-CP Coalition,11.1.1956,10.12.1958,Minister,Minister for Customs and Excise,"Henty, Senator NHD",24.10.1956,10.12.1958,,,
31,Menzies Ministry,LIB-CP Coalition,11.1.1956,10.12.1958,Minister,Minister for the Interior,"Fairhall, A",11.1.1956,10.12.1958,,,
31,Menzies Ministry,LIB-CP Coalition,11.1.1956,10.12.1958,Minister,Minister for Works,"Fairhall, A",11.1.1956,10.12.1958,,,
32,Menzies Ministry,LIB-CP Coalition,10.12.1958,18.12.1963,Minister,Prime Minister,"Menzies, RG",10.12.1958,18.12.1963,,,
32,Menzies Ministry,LIB-CP Coalition,10.12.1958,18.12.1963,Minister,Minister for Trade,"McEwen, J (CP)",10.12.1958,18.12.1963,,,
32,Menzies Ministry,LIB-CP Coalition,10.12.1958,18.12.1963,Minister,Treasurer,"Holt, HE",10.12.1958,18.12.1963,,,
32,Menzies Ministry,LIB-CP Coalition,10.12.1958,18.12.1963,Minister,Minister for External Affairs,"Casey, RG",10.12.1958,4.2.1960,,,
32,Menzies Ministry,LIB-CP Coalition,10.12.1958,18.12.1963,Minister,Minister for External Affairs,"Menzies, RG",4.2.1960,22.12.1961,,,
32,Menzies Ministry,LIB-CP Coalition,10.12.1958,18.12.1963,Minister,Minister for External Affairs,"Barwick, GEJ",22.12.1961,18.12.1963,,,
32,Menzies Ministry,LIB-CP Coalition,10.12.1958,18.12.1963,Minister,Minister in charge of Commonwealth Scientific and Industrial Research,"Casey, RG",10.12.1958,4.2.1960,,,
32,Menzies Ministry,LIB-CP Coalition,10.12.1958,18.12.1963,Minister,Minister in charge of Commonwealth Scientific and Industrial Research,"Cameron, DA",4.2.1960,22.12.1961,,,
32,Menzies Ministry,LIB-CP Coalition,10.12.1958,18.12.1963,Minister,Minister in charge of Commonwealth Scientific and Industrial Research,"Menzies, RG",22.12.1961,16.2.1962,,,
32,Menzies Ministry,LIB-CP Coalition,10.12.1958,18.12.1963,Minister,Minister in charge of Commonwealth Scientific and Industrial Research,"Gorton, Senator JG",16.2.1962,18.12.1963,,,
32,Menzies Ministry,LIB-CP Coalition,10.12.1958,18.12.1963,Minister,Vice-President of Executive Council,"Spooner, WH",10.12.1958,18.12.1963,,,
32,Menzies Ministry,LIB-CP Coalition,10.12.1958,18.12.1963,Minister,Minister for National Development,"Spooner, WH",10.12.1958,18.12.1963,,,
32,Menzies Ministry,LIB-CP Coalition,10.12.1958,18.12.1963,Minister,Minister for Defence,"Townley, AG",10.12.1958,18.12.1963,,,
32,Menzies Ministry,LIB-CP Coalition,10.12.1958,18.12.1963,Minister,Minister for Territories,"Hasluck, PMC",10.12.1958,18.12.1963,,,
32,Menzies Ministry,LIB-CP Coalition,10.12.1958,18.12.1963,Minister,Minister for Labour and National Service,"McMahon, W",10.12.1958,18.12.1963,,,
32,Menzies Ministry,LIB-CP Coalition,10.12.1958,18.12.1963,Minister,Minister for Civil Aviation ,"Paltridge, Senator SD",10.12.1958,18.12.1963,,,
32,Menzies Ministry,LIB-CP Coalition,10.12.1958,18.12.1963,Minister,Minister for Shipping and Transport,"Paltridge, Senator SD",10.12.1958,5.2.1960,,,
32,Menzies Ministry,LIB-CP Coalition,10.12.1958,18.12.1963,Minister,Minister for Shipping and Transport,"Opperman, HF",5.2.1960,18.12.1963,,,
32,Menzies Ministry,LIB-CP Coalition,10.12.1958,18.12.1963,Minister,Postmaster-General,"Davidson, CW (CP)",10.12.1958,18.12.1963,,,
32,Menzies Ministry,LIB-CP Coalition,10.12.1958,18.12.1963,Minister,Minister for Immigration,"Downer, AR",10.12.1958,18.12.1963,,,
32,Menzies Ministry,LIB-CP Coalition,10.12.1958,18.12.1963,Minister,Attorney-General,"Barwick, GEJ",10.12.1958,18.12.1963,,,
32,Menzies Ministry,LIB-CP Coalition,10.12.1958,18.12.1963,Minister,Minister for Repatriation,"Cooper, Senator WJ",10.12.1958,29.12.1960,,,
32,Menzies Ministry,LIB-CP Coalition,10.12.1958,18.12.1963,Minister,Minister for Repatriation,"Osborne, FM",29.12.1960,22.12.1961,,,
32,Menzies Ministry,LIB-CP Coalition,10.12.1958,18.12.1963,Minister,Minister for Repatriation,"Swartz, RWC",22.12.1961,18.12.1963,,,
32,Menzies Ministry,LIB-CP Coalition,10.12.1958,18.12.1963,Minister,Minister for Health,"Cameron, DA",10.12.1958,22.12.1961,,,
32,Menzies Ministry,LIB-CP Coalition,10.12.1958,18.12.1963,Minister,Minister for Health,"Wade, Senator HW (CP)",22.12.1961,18.12.1963,,,
32,Menzies Ministry,LIB-CP Coalition,10.12.1958,18.12.1963,Minister,Minister for the Army,"Cramer, JO",10.12.1958,18.12.1963,,,
32,Menzies Ministry,LIB-CP Coalition,10.12.1958,18.12.1963,Minister,Minister for Air,"Osborne, FM",10.12.1958,29.12.1960,,,
32,Menzies Ministry,LIB-CP Coalition,10.12.1958,18.12.1963,Minister,Minister for Air,"Wade, Senator HW (CP)",29.12.1960,22.12.1961,,,
32,Menzies Ministry,LIB-CP Coalition,10.12.1958,18.12.1963,Minister,Minister for Air,"Bury, LHE",22.12.1961,27.7.1962,,,
32,Menzies Ministry,LIB-CP Coalition,10.12.1958,18.12.1963,Minister,Minister for Air,"Fairbairn, DE",4.8.1962,18.12.1963,,,
32,Menzies Ministry,LIB-CP Coalition,10.12.1958,18.12.1963,Minister,Minister for Social Services,"Roberton, HS (CP)",10.12.1958,18.12.1963,,,
32,Menzies Ministry,LIB-CP Coalition,10.12.1958,18.12.1963,Minister,Minister for Customs and Excise,"Henty, Senator NHD",10.12.1958,18.12.1963,,,
32,Menzies Ministry,LIB-CP Coalition,10.12.1958,18.12.1963,Minister,Minister for Primary Industry,"Adermann, CF (CP)",10.12.1958,18.12.1963,,,
32,Menzies Ministry,LIB-CP Coalition,10.12.1958,18.12.1963,Minister,Minister for Supply,"Hulme, AS",10.12.1958,22.12.1961,,,
32,Menzies Ministry,LIB-CP Coalition,10.12.1958,18.12.1963,Minister,Minister for Supply,"Fairhall, A",22.12.1961,18.12.1963,,,
32,Menzies Ministry,LIB-CP Coalition,10.12.1958,18.12.1963,Minister,Minister for the Interior,"Freeth, G",10.12.1958,18.12.1963,,,
32,Menzies Ministry,LIB-CP Coalition,10.12.1958,18.12.1963,Minister,Minister for Works,"Freeth, G",10.12.1958,18.12.1963,,,
32,Menzies Ministry,LIB-CP Coalition,10.12.1958,18.12.1963,Minister,Minister for the Navy,"Gorton, Senator JG",10.12.1958,18.12.1963,,,
32,Menzies Ministry,LIB-CP Coalition,10.12.1958,18.12.1963,Assistant ministers/Parliamentary secretaries,Minister assisting the Treasurer,"Bury, LH",22.12.1961,27.7.1962,,,
32,Menzies Ministry,LIB-CP Coalition,10.12.1958,18.12.1963,Assistant ministers/Parliamentary secretaries,Minister assisting the Minister for External Affairs,"Gorton, Senator JG",23.3.1960,18.12.1963,,,
32,Menzies Ministry,LIB-CP Coalition,10.12.1958,18.12.1963,Assistant ministers/Parliamentary secretaries,Minister assisting the Attorney-General,"Freeth, G",22.12.1961,18.12.1963,,,
32,Menzies Ministry,LIB-CP Coalition,10.12.1958,18.12.1963,Minister,Title,Minister,10.12.1958,18.12.1963,,,
33,Menzies Ministry,LIB-CP Coalition,18.12.1963,26.1.1966,Minister,Prime Minister ,"Menzies, RG",18.12.1963,26.1.1966,,,
33,Menzies Ministry,LIB-CP Coalition,18.12.1963,26.1.1966,Minister,Minister for Trade and Industry ,"McEwen, J (CP)",18.12.1963,26.1.1966,,,
33,Menzies Ministry,LIB-CP Coalition,18.12.1963,26.1.1966,Minister,Treasurer,"Holt, HE",18.12.1963,26.1.1966,,,
33,Menzies Ministry,LIB-CP Coalition,18.12.1963,26.1.1966,Minister,Vice-President of Executive Council,"Spooner, Senator WH",18.12.1963,10.6.1964,,,
33,Menzies Ministry,LIB-CP Coalition,18.12.1963,26.1.1966,Minister,Vice-President of Executive Council,"McMahon, W",10.6.1964,26.1.1966,,,
33,Menzies Ministry,LIB-CP Coalition,18.12.1963,26.1.1966,Minister,Minister for National Development,"Spooner, Senator WH",18.12.1963,10.6.1964,,,
33,Menzies Ministry,LIB-CP Coalition,18.12.1963,26.1.1966,Minister,Minister for National Development,"Fairbairn, DE",10.6.1964,26.1.1966,,,
33,Menzies Ministry,LIB-CP Coalition,18.12.1963,26.1.1966,Minister,Minister for Defence,"Hasluck, PMC",18.12.1963,24.4.1964,,,
33,Menzies Ministry,LIB-CP Coalition,18.12.1963,26.1.1966,Minister,Minister for Defence,"Paltridge, Senator SD",24.4.1964,19.1.1966,,,
33,Menzies Ministry,LIB-CP Coalition,18.12.1963,26.1.1966,Minister,Minister for Labour and National Service,"McMahon, W",18.12.1963,26.1.1966,,,
33,Menzies Ministry,LIB-CP Coalition,18.12.1963,26.1.1966,Minister,Minister for External Affairs,"Barwick, GEJ",18.12.1963,24.4.1964 ,,,
33,Menzies Ministry,LIB-CP Coalition,18.12.1963,26.1.1966,Minister,Minister for External Affairs,"Hasluck, PMC",24.4.1964,26.1.1966,,,
33,Menzies Ministry,LIB-CP Coalition,18.12.1963,26.1.1966,Minister,Attorney-General,"Barwick, GEJ",18.12.1963,4.3.1964,,,
33,Menzies Ministry,LIB-CP Coalition,18.12.1963,26.1.1966,Minister,Attorney-General,"Snedden, BM",4.3.1964,26.1.1966,,,
33,Menzies Ministry,LIB-CP Coalition,18.12.1963,26.1.1966,Minister,Minister for Primary Industry ,"Adermann, CF (CP)",18.12.1963,26.1.1966,,,
33,Menzies Ministry,LIB-CP Coalition,18.12.1963,26.1.1966,Minister,Minister for Civil Aviation,"Paltridge, Senator SD",18.12.1963,10.6.1964,,,
33,Menzies Ministry,LIB-CP Coalition,18.12.1963,26.1.1966,Minister,Minister for Civil Aviation,"Henty, Senator NHD",10.6.1964,26.1.1966,,,
33,Menzies Ministry,LIB-CP Coalition,18.12.1963,26.1.1966,Minister,Minister for Health,"Wade, Senator HW (CP)",18.12.1963,18.11.1964,,,
33,Menzies Ministry,LIB-CP Coalition,18.12.1963,26.1.1966,Minister,Minister for Health,"Swartz, RWC",21.11.1964,26.1.1966,,,
33,Menzies Ministry,LIB-CP Coalition,18.12.1963,26.1.1966,Minister,Minister for Supply,"Fairhall, A",18.12.1963,26.1.1966,,,
33,Menzies Ministry,LIB-CP Coalition,18.12.1963,26.1.1966,Minister,Minister for Customs and Excise,"Henty, Senator NHD",18.12.1963,10.6.1964,,,
33,Menzies Ministry,LIB-CP Coalition,18.12.1963,26.1.1966,Minister,Minister for Customs and Excise,"Anderson, Senator KMcC",10.6.1964,26.1.1966,,,
33,Menzies Ministry,LIB-CP Coalition,18.12.1963,26.1.1966,Minister,Minister for Works ,"Gorton, Senator JG",18.12.1963,26.1.1966,,,
33,Menzies Ministry,LIB-CP Coalition,18.12.1963,26.1.1966,Minister,Minister for the Interior,"Gorton, Senator JG",18.12.1963,4.3.1964,,,
33,Menzies Ministry,LIB-CP Coalition,18.12.1963,26.1.1966,Minister,Minister for the Interior,"Anthony, JD",4.3.1964,26.1.1966,,,
